2026-04-01 14:51:08.466 [info] 2026-03-14 17:46:56: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/truckers.py for TextDocument: file:///home/perrymckay1/truckers.py, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:09:40: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:10:31: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:745, Col:0

2026-04-01 11:10:31: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:689, Col:118

2026-04-01 11:10:31: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:689, Col:118

2026-04-01 11:10:31: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:628, Col:0

2026-04-01 11:10:31: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/loads.test.js, InsertPosition: Ln:216, Col:0

2026-04-01 11:15:37: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.test.js for TextDocument: file:///home/perrymckay1/companies.test.js, InsertPosition: Ln:38, Col:0

2026-04-01 11:30:36: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:778, Col:0

2026-04-01 11:30:36: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:778, Col:0

2026-04-01 11:30:36: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:778, Col:0

2026-04-01 11:30:36: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.js for TextDocument: file:///home/perrymckay1/loads.js, InsertPosition: Ln:778, Col:0

2026-04-01 11:37:41: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.test.js for TextDocument: file:///home/perrymckay1/users.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:37:41: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/users.test.js for TextDocument: file:///home/perrymckay1/users.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:37:42: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/forms.test.js for TextDocument: file:///home/perrymckay1/forms.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 11:37:44: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/webauthn.test.js for TextDocument: file:///home/perrymckay1/webauthn.test.js, InsertPosition: Ln:0, Col:0

2026-04-01 12:35:47: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.js for TextDocument: file:///home/perrymckay1/companies.js, InsertPosition: Ln:0, Col:0

2026-04-01 12:35:47: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.js for TextDocument: file:///home/perrymckay1/companies.js, InsertPosition: Ln:0, Col:0

2026-04-01 12:35:47: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.js for TextDocument: file:///home/perrymckay1/companies.js, InsertPosition: Ln:0, Col:0

2026-04-01 12:37:18: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.test.js for TextDocument: file:///home/perrymckay1/companies.js, InsertPosition: Ln:216, Col:0

2026-04-01 12:37:18: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.test.js for TextDocument: file:///home/perrymckay1/companies.js, InsertPosition: Ln:104, Col:0

2026-04-01 12:37:18: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.js for TextDocument: file:///home/perrymckay1/companies.js, InsertPosition: Ln:104, Col:0

2026-04-01 12:39:07: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.test.js for TextDocument: file:///home/perrymckay1/trucks.js, InsertPosition: Ln:78, Col:0

2026-04-01 15:18:07: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/companies.test.js for TextDocument: file:///home/perrymckay1/companies.test.js, InsertPosition: Ln:0, Col:0


2026-04-01 15:18:07.948 [info] 2026-03-14 17:46:56: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/truckers.py for TextDocument: file:///home/perrymckay1/truckers.py, InsertPosition: Ln:0, Col:0

2026-03-14 18:05:36: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/truckers.py for TextDocument: file:///home/perrymckay1/truckers.py, InsertPosition: Ln:67, Col:11

2026-03-14 18:07:36: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:64, Col:0

2026-03-14 18:27:53: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/truckers.py for TextDocument: file:///home/perrymckay1/main.py, InsertPosition: Ln:0, Col:0

2026-03-14 18:27:53: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/main.py for TextDocument: file:///home/perrymckay1/main.py, InsertPosition: Ln:0, Col:0

2026-03-14 18:27:53: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/main.py for TextDocument: file:///home/perrymckay1/main.py, InsertPosition: Ln:0, Col:0

2026-03-14 18:27:53: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/main.py for TextDocument: file:///home/perrymckay1/main.py, InsertPosition: Ln:0, Col:0

2026-03-14 18:33:34: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/main.py for TextDocument: file:///home/perrymckay1/main.py, InsertPosition: Ln:111, Col:13

2026-03-14 20:17:45: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-14 20:17:45: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-14 20:17:54: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-14 20:52:24: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-14 20:52:24: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-14 20:52:24: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-14 20:52:24: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/inbox.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:09: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/inbox.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/inbox.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/inbox.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/chat.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-14 21:01:10: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/chat.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:49: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:49: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:49: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:49: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:49: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/chat.html for TextDocument: file:///home/perrymckay1/chat.html, InsertPosition: Ln:0, Col:0

2026-03-15 13:32:58: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/leave_review.html, InsertPosition: Ln:6, Col:9

2026-03-15 13:32:58: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/leave_review.html, InsertPosition: Ln:6, Col:9

2026-03-15 13:32:58: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/leave_review.html, InsertPosition: Ln:6, Col:9

2026-03-15 14:11:29: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 14:11:29: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 14:24:54: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/leave_review.html for TextDocument: file:///home/perrymckay1/leave_review.html, InsertPosition: Ln:0, Col:0

2026-03-15 14:29:17: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/map_loader.js, InsertPosition: Ln:0, Col:0

2026-03-15 14:31:21: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-15 14:31:21: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-15 14:53:07: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/style.css for TextDocument: file:///home/perrymckay1/style.css, InsertPosition: Ln:0, Col:0

2026-03-15 14:53:07: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/style.css for TextDocument: file:///home/perrymckay1/style.css, InsertPosition: Ln:0, Col:0

2026-03-15 14:56:47: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/dashboard.html, InsertPosition: Ln:0, Col:0

2026-03-15 14:56:47: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/dashboard.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:27:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/style.css for TextDocument: file:///home/perrymckay1/style.css, InsertPosition: Ln:0, Col:0

2026-03-15 15:27:50: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/style.css for TextDocument: file:///home/perrymckay1/style.css, InsertPosition: Ln:0, Col:0

2026-03-15 15:49:59: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:49:59: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:49:59: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/index.html for TextDocument: file:///home/perrymckay1/edit_load.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:49:59: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/edit_load.html for TextDocument: file:///home/perrymckay1/edit_load.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:49:59: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:49:59: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:50:00: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/profile.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:50:00: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/profile.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:50:00: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/profile.html for TextDocument: file:///home/perrymckay1/profile.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:50:00: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/profile.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:50:00: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/profile.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:50:00: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/profile.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:52:30: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/edit_truck.html for TextDocument: file:///home/perrymckay1/edit_truck.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:52:30: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/edit_truck.html for TextDocument: file:///home/perrymckay1/edit_truck.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:52:30: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:52:30: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:0, Col:0

2026-03-15 15:55:12: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/edit_load.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:70, Col:0

2026-03-15 15:55:12: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/edit_load.html for TextDocument: file:///home/perrymckay1/index.html, InsertPosition: Ln:70, Col:0

2026-03-15 15:55:16: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/edit_load.html for TextDocument: file:///home/perrymckay1/edit_truck.html, InsertPosition: Ln:23, Col:0

2026-03-15 15:55:16: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/edit_load.html for TextDocument: file:///home/perrymckay1/edit_truck.html, InsertPosition: Ln:23, Col:0

2026-03-15 16:02:14: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:27, Col:4

2026-03-15 16:05:02: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/dashboard.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:27, Col:4

2026-03-15 16:11:31: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 16:11:31: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/loads.html for TextDocument: file:///home/perrymckay1/loads.html, InsertPosition: Ln:0, Col:0

2026-03-15 16:25:02: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:38, Col:9

2026-03-15 16:25:02: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:38, Col:9

2026-03-15 16:25:02: Accepted generated code with a RAG citation from repo -  and Filepath: /home/perrymckay1/trucks.html for TextDocument: file:///home/perrymckay1/trucks.html, InsertPosition: Ln:38, Col:9

